ItemNumber,listener_group,ProductionPresentationOrder,SentenceOrder,Type,Type_Num,Source,SourceNum,SentenceCorrect,Talker,TalkerGroup,Sound,ListenerGroup,Duration..in.seconds.,mTurkCode,ItemNum,ItemNum2,Resp,Resp_NUM,Timing_Click.Count,Timing_First.Click,Timing_Last.Click,Timing_Page.Submit,RT,WhichRT
47,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,405,NativeEnglish (NTE),405_practice_07.mp3,V3,465,8317194,X47,47,"A native English speaker
1",1,1,0.449,0.449,0.457,0.449,FirstClick
48,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,405,NativeEnglish (NTE),405_practice_08.mp3,V3,465,8317194,X48,48,"A native English speaker
1",1,1,0.406,0.406,0.414,0.406,FirstClick
49,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,405,NativeEnglish (NTE),405_practice_09.mp3,V3,465,8317194,X49,49,"A native English speaker
1",1,1,0.63,0.63,0.637,0.63,FirstClick
50,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,405,NativeEnglish (NTE),405_practice_10.mp3,V3,465,8317194,X50,50,"A native English speaker
1",1,1,0.657,0.657,0.664,0.657,FirstClick
51,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,405,NativeEnglish (NTE),405_practice_11.mp3,V3,465,8317194,X51,51,"A native English speaker
1",1,1,0.298,0.298,0.305,0.298,FirstClick
52,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,411,NativeEnglish (NTE),411_practice_01.mp3,V3,465,8317194,X52,52,"A native English speaker
1",1,1,0.482,0.482,0.489,0.482,FirstClick
53,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,411,NativeEnglish (NTE),411_practice_03.mp3,V3,465,8317194,X53,53,"A native English speaker
1",1,1,0.657,0.657,0.666,0.657,FirstClick
54,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,411,NativeEnglish (NTE),411_practice_04.mp3,V3,465,8317194,X54,54,"A native English speaker
1",1,1,1.097,1.097,1.106,1.097,FirstClick
55,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,411,NativeEnglish (NTE),411_practice_05.mp3,V3,465,8317194,X55,55,"A native English speaker
1",1,1,0.37,0.37,0.378,0.37,FirstClick
56,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,411,NativeEnglish (NTE),411_practice_06.mp3,V3,465,8317194,X56,56,"A native English speaker
1",1,1,0.607,0.607,0.614,0.607,FirstClick
57,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,411,NativeEnglish (NTE),411_practice_07.mp3,V3,465,8317194,X57,57,"A native English speaker
1",1,1,0.814,0.814,0.822,0.814,FirstClick
58,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,411,NativeEnglish (NTE),411_practice_08.mp3,V3,465,8317194,X58,58,"A native English speaker
1",1,1,0.634,0.634,0.644,0.634,FirstClick
59,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,411,NativeEnglish (NTE),411_practice_09.mp3,V3,465,8317194,X59,59,"A native English speaker
1",1,1,0.52,0.52,0.527,0.52,FirstClick
60,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,411,NativeEnglish (NTE),411_practice_10.mp3,V3,465,8317194,X60,60,"A native English speaker
1",1,1,0.556,0.556,0.565,0.556,FirstClick
61,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,411,NativeEnglish (NTE),411_practice_11.mp3,V3,465,8317194,X61,61,"A native English speaker
1",1,1,0.554,0.554,0.562,0.554,FirstClick
1,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,106,NativeMandarin-Low (NML),106_practice_01.mp3,V3,582,8584285,X1,1,"


5",5,1,0.734,0.734,0.745,0.734,FirstClick
3,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,106,NativeMandarin-Low (NML),106_practice_03.mp3,V3,582,8584285,X3,3,"An extremely strong
foreign accent
9",9,1,0.61,0.61,0.621,0.61,FirstClick
4,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,106,NativeMandarin-Low (NML),106_practice_04.mp3,V3,582,8584285,X4,4,"An extremely strong
foreign accent
9",9,1,0.937,0.937,0.948,0.937,FirstClick
5,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,106,NativeMandarin-Low (NML),106_practice_05.mp3,V3,582,8584285,X5,5,"An extremely strong
foreign accent
9",9,1,0.361,0.361,0.371,0.361,FirstClick
6,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,106,NativeMandarin-Low (NML),106_practice_06.mp3,V3,582,8584285,X6,6,"An extremely strong
foreign accent
9",9,1,0.369,0.369,0.38,0.369,FirstClick
7,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,106,NativeMandarin-Low (NML),106_practice_07.mp3,V3,582,8584285,X7,7,"An extremely strong
foreign accent
9",9,1,0.213,0.213,0.225,0.213,FirstClick
8,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,106,NativeMandarin-Low (NML),106_practice_08.mp3,V3,582,8584285,X8,8,"An extremely strong
foreign accent
9",9,1,0.214,0.214,0.225,0.214,FirstClick
9,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,106,NativeMandarin-Low (NML),106_practice_09.mp3,V3,582,8584285,X9,9,"An extremely strong
foreign accent
9",9,1,0.75,0.75,0.762,0.75,FirstClick
10,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,106,NativeMandarin-Low (NML),106_practice_10.mp3,V3,582,8584285,X10,10,"An extremely strong
foreign accent
9",9,1,0.081,0.081,0.093,0.081,FirstClick
11,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,106,NativeMandarin-Low (NML),106_practice_11.mp3,V3,582,8584285,X11,11,"An extremely strong
foreign accent
9",9,1,0.472,0.472,0.483,0.472,FirstClick
12,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,107,NativeMandarin-Low (NML),107_practice_01.mp3,V3,582,8584285,X12,12,"An extremely strong
foreign accent
9",9,1,0.174,0.174,0.185,0.174,FirstClick
13,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,107,NativeMandarin-Low (NML),107_practice_03.mp3,V3,582,8584285,X13,13,"


8",8,1,0.3,0.3,0.311,0.3,FirstClick
14,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,107,NativeMandarin-Low (NML),107_practice_04.mp3,V3,582,8584285,X14,14,"An extremely strong
foreign accent
9",9,1,0.717,0.717,0.728,0.717,FirstClick
15,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,107,NativeMandarin-Low (NML),107_practice_05.mp3,V3,582,8584285,X15,15,"An extremely strong
foreign accent
9",9,1,0.318,0.318,0.329,0.318,FirstClick
16,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,107,NativeMandarin-Low (NML),107_practice_06.mp3,V3,582,8584285,X16,16,"An extremely strong
foreign accent
9",9,1,0.176,0.176,0.188,0.176,FirstClick
17,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,107,NativeMandarin-Low (NML),107_practice_07.mp3,V3,582,8584285,X17,17,"An extremely strong
foreign accent
9",9,1,0.436,0.436,0.448,0.436,FirstClick
18,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,107,NativeMandarin-Low (NML),107_practice_08.mp3,V3,582,8584285,X18,18,"An extremely strong
foreign accent
9",9,1,0.35,0.35,0.361,0.35,FirstClick
19,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,107,NativeMandarin-Low (NML),107_practice_09.mp3,V3,582,8584285,X19,19,"An extremely strong
foreign accent
9",9,1,0.262,0.262,0.272,0.262,FirstClick
20,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,107,NativeMandarin-Low (NML),107_practice_10.mp3,V3,582,8584285,X20,20,"An extremely strong
foreign accent
9",9,1,1.358,1.358,1.368,1.358,FirstClick
21,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,107,NativeMandarin-Low (NML),107_practice_11.mp3,V3,582,8584285,X21,21,"An extremely strong
foreign accent
9",9,1,0.208,0.208,0.22,0.208,FirstClick
22,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,306,NativeMandarin-High (NMH),306_practice_01.mp3,V3,582,8584285,X22,22,"An extremely strong
foreign accent
9",9,1,0.664,0.664,0.674,0.664,FirstClick
23,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,306,NativeMandarin-High (NMH),306_practice_03.mp3,V3,582,8584285,X23,23,"


8",8,1,0.353,0.353,0.365,0.353,FirstClick
24,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,306,NativeMandarin-High (NMH),306_practice_04.mp3,V3,582,8584285,X24,24,"


7",7,1,0.731,0.731,0.742,0.731,FirstClick
25,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,306,NativeMandarin-High (NMH),306_practice_05.mp3,V3,582,8584285,X25,25,"


7",7,1,0.881,0.881,0.893,0.881,FirstClick
26,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,306,NativeMandarin-High (NMH),306_practice_06.mp3,V3,582,8584285,X26,26,"An extremely strong
foreign accent
9",9,1,4.03,4.03,4.042,4.03,FirstClick
27,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,306,NativeMandarin-High (NMH),306_practice_07.mp3,V3,582,8584285,X27,27,"


5",5,1,1.269,1.269,1.279,1.269,FirstClick
28,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,306,NativeMandarin-High (NMH),306_practice_08.mp3,V3,582,8584285,X28,28,"A native English speaker
1",1,1,0.917,0.917,0.928,0.917,FirstClick
29,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,306,NativeMandarin-High (NMH),306_practice_09.mp3,V3,582,8584285,X29,29,"


7",7,1,1.245,1.245,1.255,1.245,FirstClick
30,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,306,NativeMandarin-High (NMH),306_practice_10.mp3,V3,582,8584285,X30,30,"A native English speaker
1",1,1,0.285,0.285,0.296,0.285,FirstClick
31,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,306,NativeMandarin-High (NMH),306_practice_11.mp3,V3,582,8584285,X31,31,"


7",7,1,0.614,0.614,0.625,0.614,FirstClick
32,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,311,NativeMandarin-High (NMH),311_practice_01.mp3,V3,582,8584285,X32,32,"


6",6,1,2.804,2.804,2.814,2.804,FirstClick
33,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,311,NativeMandarin-High (NMH),311_practice_03.mp3,V3,582,8584285,X33,33,"


5",5,1,3.665,3.665,3.676,3.665,FirstClick
34,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,311,NativeMandarin-High (NMH),311_practice_04.mp3,V3,582,8584285,X34,34,"


8",8,1,0.394,0.394,0.3,0.394,FirstClick
35,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,311,NativeMandarin-High (NMH),311_practice_05.mp3,V3,582,8584285,X35,35,"An extremely strong
foreign accent
9",9,1,0.402,0.402,0.414,0.402,FirstClick
36,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,311,NativeMandarin-High (NMH),311_practice_06.mp3,V3,582,8584285,X36,36,"An extremely strong
foreign accent
9",9,1,1.168,1.168,1.179,1.168,FirstClick
37,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,311,NativeMandarin-High (NMH),311_practice_07.mp3,V3,582,8584285,X37,37,"


8",8,1,0.695,0.695,0.601,0.695,FirstClick
38,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,311,NativeMandarin-High (NMH),311_practice_08.mp3,V3,582,8584285,X38,38,"An extremely strong
foreign accent
9",9,1,0.498,0.498,0.51,0.498,FirstClick
39,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,311,NativeMandarin-High (NMH),311_practice_09.mp3,V3,582,8584285,X39,39,"An extremely strong
foreign accent
9",9,1,0.488,0.488,0.5,0.488,FirstClick
40,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,311,NativeMandarin-High (NMH),311_practice_10.mp3,V3,582,8584285,X40,40,"


8",8,1,0.86,0.86,0.87,0.86,FirstClick
41,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,311,NativeMandarin-High (NMH),311_practice_11.mp3,V3,582,8584285,X41,41,"


8",8,1,1.798,1.798,1.809,1.798,FirstClick
42,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,405,NativeEnglish (NTE),405_practice_01.mp3,V3,582,8584285,X42,42,"A native English speaker
1",1,1,0.546,0.546,0.556,0.546,FirstClick
43,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,405,NativeEnglish (NTE),405_practice_03.mp3,V3,582,8584285,X43,43,"A native English speaker
1",1,1,0.31,0.31,0.321,0.31,FirstClick
44,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,405,NativeEnglish (NTE),405_practice_04.mp3,V3,582,8584285,X44,44,"A native English speaker
1",1,1,0.326,0.326,0.337,0.326,FirstClick
45,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,405,NativeEnglish (NTE),405_practice_05.mp3,V3,582,8584285,X45,45,"A native English speaker
1",1,1,0.311,0.311,0.322,0.311,FirstClick
46,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,405,NativeEnglish (NTE),405_practice_06.mp3,V3,582,8584285,X46,46,"A native English speaker
1",1,1,0.191,0.191,0.1,0.191,FirstClick
47,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,405,NativeEnglish (NTE),405_practice_07.mp3,V3,582,8584285,X47,47,"A native English speaker
1",1,1,1.281,1.281,1.292,1.281,FirstClick
48,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,405,NativeEnglish (NTE),405_practice_08.mp3,V3,582,8584285,X48,48,"A native English speaker
1",1,1,0.253,0.253,0.264,0.253,FirstClick
49,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,405,NativeEnglish (NTE),405_practice_09.mp3,V3,582,8584285,X49,49,"A native English speaker
1",1,1,0.394,0.394,0.301,0.394,FirstClick
50,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,405,NativeEnglish (NTE),405_practice_10.mp3,V3,582,8584285,X50,50,"A native English speaker
1",1,1,0.484,0.484,0.495,0.484,FirstClick
51,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,405,NativeEnglish (NTE),405_practice_11.mp3,V3,582,8584285,X51,51,"A native English speaker
1",1,1,0.275,0.275,0.285,0.275,FirstClick
52,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,411,NativeEnglish (NTE),411_practice_01.mp3,V3,582,8584285,X52,52,"A native English speaker
1",1,1,0.221,0.221,0.233,0.221,FirstClick
53,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,411,NativeEnglish (NTE),411_practice_03.mp3,V3,582,8584285,X53,53,"A native English speaker
1",1,1,0.229,0.229,0.239,0.229,FirstClick
54,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,411,NativeEnglish (NTE),411_practice_04.mp3,V3,582,8584285,X54,54,"A native English speaker
1",1,1,0.548,0.548,0.56,0.548,FirstClick
55,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,411,NativeEnglish (NTE),411_practice_05.mp3,V3,582,8584285,X55,55,"


2",2,1,1.434,1.434,1.444,1.434,FirstClick
56,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,411,NativeEnglish (NTE),411_practice_06.mp3,V3,582,8584285,X56,56,"A native English speaker
1",1,1,0.596,0.596,0.5,0.596,FirstClick
57,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,411,NativeEnglish (NTE),411_practice_07.mp3,V3,582,8584285,X57,57,"A native English speaker
1",1,1,0.427,0.427,0.438,0.427,FirstClick
58,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,411,NativeEnglish (NTE),411_practice_08.mp3,V3,582,8584285,X58,58,"A native English speaker
1",1,1,0.28,0.28,0.291,0.28,FirstClick
59,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,411,NativeEnglish (NTE),411_practice_09.mp3,V3,582,8584285,X59,59,"


2",2,1,1.398,1.398,1.409,1.398,FirstClick
60,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,411,NativeEnglish (NTE),411_practice_10.mp3,V3,582,8584285,X60,60,"A native English speaker
1",1,1,0.273,0.273,0.282,0.273,FirstClick
61,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,411,NativeEnglish (NTE),411_practice_11.mp3,V3,582,8584285,X61,61,"A native English speaker
1",1,1,0.146,0.146,0.158,0.146,FirstClick
1,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,103,NativeMandarin-Low (NML),103_practice_01.mp3,V2,683,8728142,X1,1,"


8",8,1,0.371,0.371,0.379,0.371,FirstClick
3,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,103,NativeMandarin-Low (NML),103_practice_03.mp3,V2,683,8728142,X3,3,"


7",7,1,1.955,1.955,1.965,1.955,FirstClick
4,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,103,NativeMandarin-Low (NML),103_practice_04.mp3,V2,683,8728142,X4,4,"An extremely strong
foreign accent
9",9,1,1.428,1.428,1.439,1.428,FirstClick
5,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,103,NativeMandarin-Low (NML),103_practice_05.mp3,V2,683,8728142,X5,5,"


4",4,1,1.963,1.963,1.976,1.963,FirstClick
6,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,103,NativeMandarin-Low (NML),103_practice_06.mp3,V2,683,8728142,X6,6,"


7",7,1,2.238,2.238,2.249,2.238,FirstClick
7,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,103,NativeMandarin-Low (NML),103_practice_07.mp3,V2,683,8728142,X7,7,"


5",5,1,0.258,0.258,0.268,0.258,FirstClick
8,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,103,NativeMandarin-Low (NML),103_practice_08.mp3,V2,683,8728142,X8,8,"


7",7,1,0.477,0.477,0.485,0.477,FirstClick
9,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,103,NativeMandarin-Low (NML),103_practice_09.mp3,V2,683,8728142,X9,9,"


5",5,1,0.573,0.573,0.582,0.573,FirstClick
10,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,103,NativeMandarin-Low (NML),103_practice_10.mp3,V2,683,8728142,X10,10,"


6",6,1,0.357,0.357,0.367,0.357,FirstClick
11,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,103,NativeMandarin-Low (NML),103_practice_11.mp3,V2,683,8728142,X11,11,"


8",8,1,1.918,1.918,1.928,1.918,FirstClick
12,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,104,NativeMandarin-Low (NML),104_practice_01.mp3,V2,683,8728142,X12,12,"


8",8,2,0.266,1.634,1.645,1.634,LastClick
13,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,104,NativeMandarin-Low (NML),104_practice_03.mp3,V2,683,8728142,X13,13,"


7",7,1,0.877,0.877,0.887,0.877,FirstClick
14,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,104,NativeMandarin-Low (NML),104_practice_04.mp3,V2,683,8728142,X14,14,"


6",6,1,1.226,1.226,1.234,1.226,FirstClick
15,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,104,NativeMandarin-Low (NML),104_practice_05.mp3,V2,683,8728142,X15,15,"


8",8,1,0.597,0.597,0.606,0.597,FirstClick
16,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,104,NativeMandarin-Low (NML),104_practice_06.mp3,V2,683,8728142,X16,16,"


7",7,1,5.92,5.92,5.932,5.92,FirstClick
17,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,104,NativeMandarin-Low (NML),104_practice_07.mp3,V2,683,8728142,X17,17,"


8",8,1,2.013,2.013,2.022,2.013,FirstClick
18,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,104,NativeMandarin-Low (NML),104_practice_08.mp3,V2,683,8728142,X18,18,"


8",8,1,0.325,0.325,0.336,0.325,FirstClick
19,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,104,NativeMandarin-Low (NML),104_practice_09.mp3,V2,683,8728142,X19,19,"


8",8,1,0.493,0.493,0.4,0.493,FirstClick
20,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,104,NativeMandarin-Low (NML),104_practice_10.mp3,V2,683,8728142,X20,20,"


8",8,1,1.089,1.089,1.097,1.089,FirstClick
21,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,104,NativeMandarin-Low (NML),104_practice_11.mp3,V2,683,8728142,X21,21,"


8",8,1,0.487,0.487,0.498,0.487,FirstClick
22,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,302,NativeMandarin-High (NMH),302_practice_01.mp3,V2,683,8728142,X22,22,"


6",6,1,0.481,0.481,0.489,0.481,FirstClick
23,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,302,NativeMandarin-High (NMH),302_practice_03.mp3,V2,683,8728142,X23,23,"


7",7,1,0.366,0.366,0.375,0.366,FirstClick
24,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,302,NativeMandarin-High (NMH),302_practice_04.mp3,V2,683,8728142,X24,24,"


6",6,1,1.234,1.234,1.243,1.234,FirstClick
25,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,302,NativeMandarin-High (NMH),302_practice_05.mp3,V2,683,8728142,X25,25,"


6",6,1,0.59,0.59,0.602,0.59,FirstClick
26,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,302,NativeMandarin-High (NMH),302_practice_06.mp3,V2,683,8728142,X26,26,"


7",7,1,0.717,0.717,0.725,0.717,FirstClick
27,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,302,NativeMandarin-High (NMH),302_practice_07.mp3,V2,683,8728142,X27,27,"


5",5,1,0.969,0.969,0.977,0.969,FirstClick
28,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,302,NativeMandarin-High (NMH),302_practice_08.mp3,V2,683,8728142,X28,28,"


3",3,1,0.383,0.383,0.391,0.383,FirstClick
29,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,302,NativeMandarin-High (NMH),302_practice_09.mp3,V2,683,8728142,X29,29,"


4",4,1,0.529,0.529,0.538,0.529,FirstClick
30,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,302,NativeMandarin-High (NMH),302_practice_10.mp3,V2,683,8728142,X30,30,"


5",5,1,0.429,0.429,0.437,0.429,FirstClick
31,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,302,NativeMandarin-High (NMH),302_practice_11.mp3,V2,683,8728142,X31,31,"


6",6,2,1.007,1.532,1.545,1.532,LastClick
32,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,310,NativeMandarin-High (NMH),310_practice_01.mp3,V2,683,8728142,X32,32,"


2",2,1,0.97,0.97,0.978,0.97,FirstClick
33,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,310,NativeMandarin-High (NMH),310_practice_03.mp3,V2,683,8728142,X33,33,"


4",4,1,0.497,0.497,0.402,0.497,FirstClick
34,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,310,NativeMandarin-High (NMH),310_practice_04.mp3,V2,683,8728142,X34,34,"


2",2,1,1.241,1.241,1.25,1.241,FirstClick
35,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,310,NativeMandarin-High (NMH),310_practice_05.mp3,V2,683,8728142,X35,35,"


4",4,1,0.541,0.541,0.557,0.541,FirstClick
36,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,310,NativeMandarin-High (NMH),310_practice_06.mp3,V2,683,8728142,X36,36,"


4",4,1,1.125,1.125,1.138,1.125,FirstClick
37,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,310,NativeMandarin-High (NMH),310_practice_07.mp3,V2,683,8728142,X37,37,"


2",2,1,1.013,1.013,1.024,1.013,FirstClick
38,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,310,NativeMandarin-High (NMH),310_practice_08.mp3,V2,683,8728142,X38,38,"


4",4,1,1.126,1.126,1.138,1.126,FirstClick
39,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,310,NativeMandarin-High (NMH),310_practice_09.mp3,V2,683,8728142,X39,39,"


3",3,1,0.509,0.509,0.518,0.509,FirstClick
40,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,310,NativeMandarin-High (NMH),310_practice_10.mp3,V2,683,8728142,X40,40,"


4",4,1,1.577,1.577,1.586,1.577,FirstClick
41,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,310,NativeMandarin-High (NMH),310_practice_11.mp3,V2,683,8728142,X41,41,"


6",6,1,0.405,0.405,0.414,0.405,FirstClick
42,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,403,NativeEnglish (NTE),403_practice_01.mp3,V2,683,8728142,X42,42,"A native English speaker
1",1,1,0.002,0.002,0.015,0.002,FirstClick
43,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,403,NativeEnglish (NTE),403_practice_03.mp3,V2,683,8728142,X43,43,"A native English speaker
1",1,1,0.062,0.062,0.07,0.062,FirstClick
