"","ItemNumber","listener_group","ProductionPresentationOrder","SentenceOrder","Type","Type_Num","Source","SourceNum","SentenceCorrect","Talker","TalkerGroup","Sound","ListenerGroup","Duration..in.seconds.","mTurkCode","ItemNum","ItemNum2","Resp","Resp_NUM","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit","RT","WhichRT","zscore_Resp_NUM"
"1250",51,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",405,"NativeEnglish (NTE)","405_practice_11.mp3","V3",488,"5693137","X51",51,"A native English speaker
1",1,1,0.155,0.155,0.172,0.155,"FirstClick",-1.22273246083779
"1251",52,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",411,"NativeEnglish (NTE)","411_practice_01.mp3","V3",488,"5693137","X52",52,"A native English speaker
1",1,1,0.67,0.67,0.7,0.67,"FirstClick",-1.22273246083779
"1252",53,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",411,"NativeEnglish (NTE)","411_practice_03.mp3","V3",488,"5693137","X53",53,"


2",2,1,1.181,1.181,1.2,1.181,"FirstClick",-0.928098132925069
"1253",54,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",411,"NativeEnglish (NTE)","411_practice_04.mp3","V3",488,"5693137","X54",54,"A native English speaker
1",1,1,0.28,0.28,0.295,0.28,"FirstClick",-1.22273246083779
"1254",55,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",411,"NativeEnglish (NTE)","411_practice_05.mp3","V3",488,"5693137","X55",55,"A native English speaker
1",1,1,0.22,0.22,0.235,0.22,"FirstClick",-1.22273246083779
"1255",56,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",411,"NativeEnglish (NTE)","411_practice_06.mp3","V3",488,"5693137","X56",56,"A native English speaker
1",1,1,0.218,0.218,0.235,0.218,"FirstClick",-1.22273246083779
"1256",57,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",411,"NativeEnglish (NTE)","411_practice_07.mp3","V3",488,"5693137","X57",57,"A native English speaker
1",1,1,0.167,0.167,0.183,0.167,"FirstClick",-1.22273246083779
"1257",58,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",411,"NativeEnglish (NTE)","411_practice_08.mp3","V3",488,"5693137","X58",58,"A native English speaker
1",1,1,0.175,0.175,0.197,0.175,"FirstClick",-1.22273246083779
"1258",59,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",411,"NativeEnglish (NTE)","411_practice_09.mp3","V3",488,"5693137","X59",59,"A native English speaker
1",1,1,0.134,0.134,0.159,0.134,"FirstClick",-1.22273246083779
"1259",60,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",411,"NativeEnglish (NTE)","411_practice_10.mp3","V3",488,"5693137","X60",60,"A native English speaker
1",1,1,0.173,0.173,0.191,0.173,"FirstClick",-1.22273246083779
"1260",61,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",411,"NativeEnglish (NTE)","411_practice_11.mp3","V3",488,"5693137","X61",61,"A native English speaker
1",1,1,0.421,0.421,0.444,0.421,"FirstClick",-1.22273246083779
"1261",1,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",103,"NativeMandarin-Low (NML)","103_practice_01.mp3","V2",596,"5721779","X1",1,"


8",8,1,0.331,0.331,0.338,0.331,"FirstClick",1.09247830413301
"1262",3,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",103,"NativeMandarin-Low (NML)","103_practice_03.mp3","V2",596,"5721779","X3",3,"An extremely strong
foreign accent
9",9,1,0.36,0.36,0.369,0.36,"FirstClick",1.44300610225055
"1263",4,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",103,"NativeMandarin-Low (NML)","103_practice_04.mp3","V2",596,"5721779","X4",4,"


8",8,1,0.514,0.514,0.522,0.514,"FirstClick",1.09247830413301
"1264",5,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",103,"NativeMandarin-Low (NML)","103_practice_05.mp3","V2",596,"5721779","X5",5,"


8",8,1,0.911,0.911,0.918,0.911,"FirstClick",1.09247830413301
"1265",6,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",103,"NativeMandarin-Low (NML)","103_practice_06.mp3","V2",596,"5721779","X6",6,"


7",7,1,0.297,0.297,0.203,0.297,"FirstClick",0.741950506015464
"1266",7,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",103,"NativeMandarin-Low (NML)","103_practice_07.mp3","V2",596,"5721779","X7",7,"


6",6,1,0.464,0.464,0.471,0.464,"FirstClick",0.391422707897922
"1267",8,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",103,"NativeMandarin-Low (NML)","103_practice_08.mp3","V2",596,"5721779","X8",8,"


8",8,2,0.969,1.168,1.174,1.168,"LastClick",1.09247830413301
"1268",9,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",103,"NativeMandarin-Low (NML)","103_practice_09.mp3","V2",596,"5721779","X9",9,"


8",8,1,0.526,0.526,0.533,0.526,"FirstClick",1.09247830413301
"1269",10,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",103,"NativeMandarin-Low (NML)","103_practice_10.mp3","V2",596,"5721779","X10",10,"An extremely strong
foreign accent
9",9,1,0.413,0.413,0.419,0.413,"FirstClick",1.44300610225055
"1270",11,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",103,"NativeMandarin-Low (NML)","103_practice_11.mp3","V2",596,"5721779","X11",11,"


8",8,1,0.302,0.302,0.31,0.302,"FirstClick",1.09247830413301
"1271",12,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",104,"NativeMandarin-Low (NML)","104_practice_01.mp3","V2",596,"5721779","X12",12,"


7",7,1,0.382,0.382,0.39,0.382,"FirstClick",0.741950506015464
"1272",13,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",104,"NativeMandarin-Low (NML)","104_practice_03.mp3","V2",596,"5721779","X13",13,"


8",8,1,0.604,0.604,0.611,0.604,"FirstClick",1.09247830413301
"1273",14,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",104,"NativeMandarin-Low (NML)","104_practice_04.mp3","V2",596,"5721779","X14",14,"


7",7,1,0.435,0.435,0.443,0.435,"FirstClick",0.741950506015464
"1274",15,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",104,"NativeMandarin-Low (NML)","104_practice_05.mp3","V2",596,"5721779","X15",15,"


8",8,1,0.659,0.659,0.666,0.659,"FirstClick",1.09247830413301
"1275",16,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",104,"NativeMandarin-Low (NML)","104_practice_06.mp3","V2",596,"5721779","X16",16,"


7",7,1,0.786,0.786,0.794,0.786,"FirstClick",0.741950506015464
"1276",17,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",104,"NativeMandarin-Low (NML)","104_practice_07.mp3","V2",596,"5721779","X17",17,"An extremely strong
foreign accent
9",9,1,0.388,0.388,0.395,0.388,"FirstClick",1.44300610225055
"1277",18,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",104,"NativeMandarin-Low (NML)","104_practice_08.mp3","V2",596,"5721779","X18",18,"


7",7,1,0.516,0.516,0.522,0.516,"FirstClick",0.741950506015464
"1278",19,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",104,"NativeMandarin-Low (NML)","104_practice_09.mp3","V2",596,"5721779","X19",19,"An extremely strong
foreign accent
9",9,1,0.359,0.359,0.367,0.359,"FirstClick",1.44300610225055
"1279",20,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",104,"NativeMandarin-Low (NML)","104_practice_10.mp3","V2",596,"5721779","X20",20,"


8",8,1,0.675,0.675,0.683,0.675,"FirstClick",1.09247830413301
"1280",21,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",104,"NativeMandarin-Low (NML)","104_practice_11.mp3","V2",596,"5721779","X21",21,"An extremely strong
foreign accent
9",9,1,0.617,0.617,0.624,0.617,"FirstClick",1.44300610225055
"1281",22,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",302,"NativeMandarin-High (NMH)","302_practice_01.mp3","V2",596,"5721779","X22",22,"


8",8,1,5.528,5.528,5.535,5.528,"FirstClick",1.09247830413301
"1282",23,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",302,"NativeMandarin-High (NMH)","302_practice_03.mp3","V2",596,"5721779","X23",23,"


7",7,2,0.677,1.007,1.015,1.007,"LastClick",0.741950506015464
"1283",24,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",302,"NativeMandarin-High (NMH)","302_practice_04.mp3","V2",596,"5721779","X24",24,"


6",6,1,0.914,0.914,0.921,0.914,"FirstClick",0.391422707897922
"1284",25,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",302,"NativeMandarin-High (NMH)","302_practice_05.mp3","V2",596,"5721779","X25",25,"


6",6,1,1.935,1.935,1.941,1.935,"FirstClick",0.391422707897922
"1285",26,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",302,"NativeMandarin-High (NMH)","302_practice_06.mp3","V2",596,"5721779","X26",26,"


7",7,1,0.276,0.276,0.284,0.276,"FirstClick",0.741950506015464
"1286",27,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",302,"NativeMandarin-High (NMH)","302_practice_07.mp3","V2",596,"5721779","X27",27,"


6",6,1,0.362,0.362,0.37,0.362,"FirstClick",0.391422707897922
"1287",28,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",302,"NativeMandarin-High (NMH)","302_practice_08.mp3","V2",596,"5721779","X28",28,"


2",2,1,0.379,0.379,0.387,0.379,"FirstClick",-1.01068848457225
"1288",29,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",302,"NativeMandarin-High (NMH)","302_practice_09.mp3","V2",596,"5721779","X29",29,"


5",5,1,0.396,0.396,0.301,0.396,"FirstClick",0.0408949097803798
"1289",30,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",302,"NativeMandarin-High (NMH)","302_practice_10.mp3","V2",596,"5721779","X30",30,"


6",6,1,0.338,0.338,0.345,0.338,"FirstClick",0.391422707897922
"1290",31,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",302,"NativeMandarin-High (NMH)","302_practice_11.mp3","V2",596,"5721779","X31",31,"


6",6,1,0.479,0.479,0.487,0.479,"FirstClick",0.391422707897922
"1291",32,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",310,"NativeMandarin-High (NMH)","310_practice_01.mp3","V2",596,"5721779","X32",32,"


2",2,1,0.463,0.463,0.472,0.463,"FirstClick",-1.01068848457225
"1292",33,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",310,"NativeMandarin-High (NMH)","310_practice_03.mp3","V2",596,"5721779","X33",33,"


5",5,1,0.225,0.225,0.235,0.225,"FirstClick",0.0408949097803798
"1293",34,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",310,"NativeMandarin-High (NMH)","310_practice_04.mp3","V2",596,"5721779","X34",34,"


5",5,1,0.368,0.368,0.375,0.368,"FirstClick",0.0408949097803798
"1294",35,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",310,"NativeMandarin-High (NMH)","310_practice_05.mp3","V2",596,"5721779","X35",35,"


5",5,1,0.681,0.681,0.688,0.681,"FirstClick",0.0408949097803798
"1295",36,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",310,"NativeMandarin-High (NMH)","310_practice_06.mp3","V2",596,"5721779","X36",36,"


6",6,1,0.277,0.277,0.286,0.277,"FirstClick",0.391422707897922
"1296",37,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",310,"NativeMandarin-High (NMH)","310_practice_07.mp3","V2",596,"5721779","X37",37,"


2",2,1,1.657,1.657,1.664,1.657,"FirstClick",-1.01068848457225
"1297",38,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",310,"NativeMandarin-High (NMH)","310_practice_08.mp3","V2",596,"5721779","X38",38,"


3",3,1,0.269,0.269,0.276,0.269,"FirstClick",-0.660160686454705
"1298",39,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",310,"NativeMandarin-High (NMH)","310_practice_09.mp3","V2",596,"5721779","X39",39,"


3",3,1,0.344,0.344,0.352,0.344,"FirstClick",-0.660160686454705
"1299",40,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",310,"NativeMandarin-High (NMH)","310_practice_10.mp3","V2",596,"5721779","X40",40,"


4",4,1,0.305,0.305,0.312,0.305,"FirstClick",-0.309632888337163
"1300",41,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",310,"NativeMandarin-High (NMH)","310_practice_11.mp3","V2",596,"5721779","X41",41,"


5",5,1,0.479,0.479,0.488,0.479,"FirstClick",0.0408949097803798
"1301",42,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",403,"NativeEnglish (NTE)","403_practice_01.mp3","V2",596,"5721779","X42",42,"A native English speaker
1",1,1,0.087,0.087,0.094,0.087,"FirstClick",-1.36121628268979
"1302",43,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",403,"NativeEnglish (NTE)","403_practice_03.mp3","V2",596,"5721779","X43",43,"


3",3,1,0.488,0.488,0.495,0.488,"FirstClick",-0.660160686454705
"1303",44,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",403,"NativeEnglish (NTE)","403_practice_04.mp3","V2",596,"5721779","X44",44,"


2",2,1,0.356,0.356,0.364,0.356,"FirstClick",-1.01068848457225
"1304",45,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",403,"NativeEnglish (NTE)","403_practice_05.mp3","V2",596,"5721779","X45",45,"A native English speaker
1",1,1,0.038,0.038,0.045,0.038,"FirstClick",-1.36121628268979
"1305",46,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",403,"NativeEnglish (NTE)","403_practice_06.mp3","V2",596,"5721779","X46",46,"A native English speaker
1",1,1,0.026,0.026,0.033,0.026,"FirstClick",-1.36121628268979
"1306",47,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",403,"NativeEnglish (NTE)","403_practice_07.mp3","V2",596,"5721779","X47",47,"A native English speaker
1",1,1,0.153,0.153,0.16,0.153,"FirstClick",-1.36121628268979
"1307",48,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",403,"NativeEnglish (NTE)","403_practice_08.mp3","V2",596,"5721779","X48",48,"A native English speaker
1",1,1,0.033,0.033,0.041,0.033,"FirstClick",-1.36121628268979
"1308",49,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",403,"NativeEnglish (NTE)","403_practice_09.mp3","V2",596,"5721779","X49",49,"


2",2,1,0.532,0.532,0.539,0.532,"FirstClick",-1.01068848457225
"1309",50,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",403,"NativeEnglish (NTE)","403_practice_10.mp3","V2",596,"5721779","X50",50,"


7",7,1,0.392,0.392,0.4,0.392,"FirstClick",0.741950506015464
"1310",51,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",403,"NativeEnglish (NTE)","403_practice_11.mp3","V2",596,"5721779","X51",51,"A native English speaker
1",1,1,0.233,0.233,0.239,0.233,"FirstClick",-1.36121628268979
"1311",52,"V2",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",404,"NativeEnglish (NTE)","404_practice_01.mp3","V2",596,"5721779","X52",52,"


2",2,1,0.44,0.44,0.448,0.44,"FirstClick",-1.01068848457225
"1312",53,"V2",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",404,"NativeEnglish (NTE)","404_practice_03.mp3","V2",596,"5721779","X53",53,"


2",2,1,0.216,0.216,0.223,0.216,"FirstClick",-1.01068848457225
"1313",54,"V2",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",404,"NativeEnglish (NTE)","404_practice_04.mp3","V2",596,"5721779","X54",54,"A native English speaker
1",1,1,0.056,0.056,0.064,0.056,"FirstClick",-1.36121628268979
"1314",55,"V2",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",404,"NativeEnglish (NTE)","404_practice_05.mp3","V2",596,"5721779","X55",55,"


2",2,1,0.1,0.1,0.208,0.1,"FirstClick",-1.01068848457225
"1315",56,"V2",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",404,"NativeEnglish (NTE)","404_practice_06.mp3","V2",596,"5721779","X56",56,"


2",2,1,0.279,0.279,0.286,0.279,"FirstClick",-1.01068848457225
"1316",57,"V2",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",404,"NativeEnglish (NTE)","404_practice_07.mp3","V2",596,"5721779","X57",57,"A native English speaker
1",1,1,0.124,0.124,0.132,0.124,"FirstClick",-1.36121628268979
"1317",58,"V2",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",404,"NativeEnglish (NTE)","404_practice_08.mp3","V2",596,"5721779","X58",58,"


2",2,1,0.223,0.223,0.23,0.223,"FirstClick",-1.01068848457225
"1318",59,"V2",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",404,"NativeEnglish (NTE)","404_practice_09.mp3","V2",596,"5721779","X59",59,"A native English speaker
1",1,1,0.049,0.049,0.056,0.049,"FirstClick",-1.36121628268979
"1319",60,"V2",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",404,"NativeEnglish (NTE)","404_practice_10.mp3","V2",596,"5721779","X60",60,"


2",2,1,0.683,0.683,0.69,0.683,"FirstClick",-1.01068848457225
"1320",61,"V2",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",404,"NativeEnglish (NTE)","404_practice_11.mp3","V2",596,"5721779","X61",61,"A native English speaker
1",1,1,0.093,0.093,0.1,0.093,"FirstClick",-1.36121628268979
"1321",1,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",106,"NativeMandarin-Low (NML)","106_practice_01.mp3","V3",602,"6374852","X1",1,"


7",7,1,0.105,0.105,0.142,0.105,"FirstClick",1.09113837786106
"1322",3,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",106,"NativeMandarin-Low (NML)","106_practice_03.mp3","V3",602,"6374852","X3",3,"


7",7,1,0.704,0.704,0.742,0.704,"FirstClick",1.09113837786106
"1323",4,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",106,"NativeMandarin-Low (NML)","106_practice_04.mp3","V3",602,"6374852","X4",4,"


6",6,1,0.77,0.77,0.791,0.77,"FirstClick",0.727425585240704
"1324",5,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",106,"NativeMandarin-Low (NML)","106_practice_05.mp3","V3",602,"6374852","X5",5,"


7",7,1,1.823,1.823,1.856,1.823,"FirstClick",1.09113837786106
"1325",6,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",106,"NativeMandarin-Low (NML)","106_practice_06.mp3","V3",602,"6374852","X6",6,"


7",7,1,0.453,0.453,0.49,0.453,"FirstClick",1.09113837786106
"1326",7,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",106,"NativeMandarin-Low (NML)","106_practice_07.mp3","V3",602,"6374852","X7",7,"


7",7,1,1.727,1.727,1.7,1.727,"FirstClick",1.09113837786106
"1327",8,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",106,"NativeMandarin-Low (NML)","106_practice_08.mp3","V3",602,"6374852","X8",8,"


8",8,1,0.507,0.507,0.54,0.507,"FirstClick",1.45485117048141
"1328",9,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",106,"NativeMandarin-Low (NML)","106_practice_09.mp3","V3",602,"6374852","X9",9,"An extremely strong
foreign accent
9",9,2,1.496,2.118,2.158,2.118,"LastClick",1.81856396310176
"1329",10,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",106,"NativeMandarin-Low (NML)","106_practice_10.mp3","V3",602,"6374852","X10",10,"


6",6,1,0.881,0.881,0.8,0.881,"FirstClick",0.727425585240704
"1330",11,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",106,"NativeMandarin-Low (NML)","106_practice_11.mp3","V3",602,"6374852","X11",11,"An extremely strong
foreign accent
9",9,1,0.116,0.116,0.147,0.116,"FirstClick",1.81856396310176
"1331",12,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",107,"NativeMandarin-Low (NML)","107_practice_01.mp3","V3",602,"6374852","X12",12,"


7",7,1,0.522,0.522,0.573,0.522,"FirstClick",1.09113837786106
"1332",13,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",107,"NativeMandarin-Low (NML)","107_practice_03.mp3","V3",602,"6374852","X13",13,"


5",5,1,1.618,1.618,1.688,1.618,"FirstClick",0.363712792620352
"1333",14,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",107,"NativeMandarin-Low (NML)","107_practice_04.mp3","V3",602,"6374852","X14",14,"


7",7,3,1.148,2.888,2.803,2.888,"LastClick",1.09113837786106
"1334",15,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",107,"NativeMandarin-Low (NML)","107_practice_05.mp3","V3",602,"6374852","X15",15,"


6",6,1,3.396,3.396,3.422,3.396,"FirstClick",0.727425585240704
"1335",16,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",107,"NativeMandarin-Low (NML)","107_practice_06.mp3","V3",602,"6374852","X16",16,"


5",5,1,0.369,0.369,0.3,0.369,"FirstClick",0.363712792620352
"1336",17,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",107,"NativeMandarin-Low (NML)","107_practice_07.mp3","V3",602,"6374852","X17",17,"


7",7,1,0.763,0.763,0.7,0.763,"FirstClick",1.09113837786106
"1337",18,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",107,"NativeMandarin-Low (NML)","107_practice_08.mp3","V3",602,"6374852","X18",18,"


6",6,1,0.529,0.529,0.544,0.529,"FirstClick",0.727425585240704
"1338",19,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",107,"NativeMandarin-Low (NML)","107_practice_09.mp3","V3",602,"6374852","X19",19,"


6",6,1,3.862,3.862,3.891,3.862,"FirstClick",0.727425585240704
